TIPOLOGIA,ESSENZA,UBICAZIONE,LUOGO,CIRCOSCR,VIA,DISPOSIZ,POSIZ,ALTEZZA,DIAMFUSTO,NOTEGENER,TIPOFOGLIA
Albero,PLATANUS ACERIFOLIA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,PLATANUS ACERIFOLIA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,PLATANUS ACERIFOLIA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,PLATANUS ACERIFOLIA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,PLATANUS ACERIFOLIA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,PLATANUS ACERIFOLIA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,PLATANUS ACERIFOLIA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS ACERIFOLIA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,FICUS CARICA,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,ND
Albero,PINUS HALEPENSIS,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,AILANTHUS ALTISSIMA,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,AILANTHUS ALTISSIMA,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,AILANTHUS ALTISSIMA,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,AILANTHUS ALTISSIMA,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ERIOBOTRYA JAPONICA,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ACER CAMPESTRE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,PRUNUS CERASIFERA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ILEX,CIMITERO AUTOPARCO,Cimitero,Cimitero Nuovo,Cimitero Nuovo,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Isolato,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Isolato,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Isolato,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Gruppo,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Gruppo,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS PINEA,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Gruppo,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Gruppo,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Gruppo,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Gruppo,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,CASTELLO,Parco,Centro,Parco Giovanni Paolo II,Gruppo,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,AILANTHUS ALTISSIMA,BORGO VENUSIO,Aiuola,Borgo Venusio,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,AILANTHUS ALTISSIMA,BORGO VENUSIO,Aiuola,Borgo Venusio,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,SCHINUS MOLLE,BORGO VENUSIO,Aiuola,Borgo Venusio,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,SCHINUS MOLLE,BORGO VENUSIO,Aiuola,Borgo Venusio,ND,Isolato,Aiuola,1) <= 6m,2) 20cm=50cm,ND,Caduca
Albero,SCHINUS MOLLE,BORGO VENUSIO,Aiuola,Borgo Venusio,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,SCHINUS MOLLE,BORGO VENUSIO,Aiuola,Borgo Venusio,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,JUGLANS REGIA,BORGO VENUSIO,Aiuola,Borgo Venusio,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,JUGLANS REGIA,BORGO VENUSIO,Aiuola,Borgo Venusio,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PRUNUS CERASIFERA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,PRUNUS CERASIFERA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Caduca
Albero,PRUNUS CERASIFERA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,PRUNUS CERASIFERA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,PRUNUS CERASIFERA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ILEX,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,1) <= 20cm,ND,Sempreverde
Albero,ERIOBOTRYA JAPONICA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,FRAXINUS EXCELSIOR,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,PRUNUS SP.,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,OLEA EUROPAEA,SERRA RIFUSA,Scuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA CORDATA,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,CIMITERO AUTOPARCO,Parcheggio,Autoparco,ND,Filare,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
